가구별 일련번호,가구구분,가구원수,취업인원수,노인가구,모자가구,맞벌이가구,일반가구,세대구분,배우자유무,가구주_가구주와의 관계,가구주_성별,가구주_연령,가구주_학력,가구주_취업여부,가구주_산업코드,가구주_직업코드,가구주_종사상지위,취업배우자,학업배우자,기타배우자,취업자녀수,학업자녀수,기타자녀수,거처구분,자동차 보유댓수,입주형태,월세평가액,전세보증금,월세,주거용 전용면적,주택소유구분,소득10분위,소득구간,가계지출,소비지출,food,sigar,cloth,life,household,health,traffic,telecom,culture,edu,lodge,service,insurance,도시/읍면부 구분,연차구분,engel,freetime,happy,years
3295,1,1,1,0,0,0,1,1,3,1,1,29,7,1,J,2,1,0,0,0,0,0,0,1,1,4,400,42000,0,20,2,8,7,1965795,1322250,94955,0,417545,54113,21260,37970,253420,114652,28874,0,232125,67337,19304,1,2,7.2,2.2,30.4,2
3298,1,1,1,0,0,0,1,1,3,1,1,26,5,1,J,2,1,0,0,0,0,0,0,1,1,2,350,0,0,20,2,4,3,1487017,1084063,69263,26950,29633,402903,5533,18467,105267,50857,19190,0,328667,27333,0,1,1,6.4,1.8,27.7,1
3347,2,3,1,0,0,0,1,2,1,1,1,45,6,1,J,2,5,0,0,0,0,0,0,2,2,1,900,0,0,85,1,6,5,1763758.333,1378553,90491.66667,6873.333333,67492.33333,57430,66333.33333,7777.666667,146567.6667,40754.66667,41624.33333,564111,231489,57607.66667,41629.66667,1,5,6.6,3,46,5
3364,1,1,1,0,0,0,1,1,3,1,1,30,6,1,J,2,1,0,0,0,0,0,0,1,1,4,230,30000,0,16,2,3,3,1827959,1448233,137386,17656,87089,56523,18796,20263,228974,173776,127781,0,454816,125173,77530,1,2,9.5,8.8,93,2
3366,1,1,1,0,0,0,1,1,3,1,1,26,6,1,J,2,1,0,0,0,0,0,0,1,0,6,314,2000,300,20,2,3,3,1346338,1136302,67537,42618,26873,362534,12247,13394,31354,74614,267659,0,210311,27160,0,1,1,5.9,23.6,396.3,1
3473,1,3,2,0,0,1,0,2,1,1,1,42,6,1,J,2,1,0,0,0,0,0,0,2,1,1,1200,0,0,125,1,9,7,1602568.667,1091416.333,177195,26412.66667,51876,142614.6667,94607,80131.33333,89155.66667,29046,41781.66667,1080,128192,229325,45401.66667,1,4,16.2,3.8,23.6,4
3634,1,1,1,0,0,0,1,1,3,1,2,55,4,1,J,3,1,0,0,0,0,2,1,1,0,7,208,0,100,30,1,8,6,4518179,2472706,206590,0,86100,133000,66760,518850,85550,74000,248400,571500,313250,168706,79956,1,6,8.4,10,120.2,6
3746,1,4,2,0,0,1,0,2,1,1,1,51,6,1,J,2,1,0,0,0,0,0,1,2,2,1,700,0,0,84,1,10,8,1544633.5,1059465.5,134563,4385,184594.5,55990.5,21577.5,41825,78175.75,63291.5,135993.75,18062.5,181878.25,139129,59701.5,1,6,12.7,12.8,101.1,6
3772,2,3,1,0,0,0,1,2,3,1,1,47,6,1,J,2,5,0,0,0,0,0,0,2,1,1,422,0,0,71,1,7,5,805120.3333,719123,278836.3333,39405,7605.666667,68854.66667,6052.333333,955.6666667,74000,31547.33333,34609.66667,0,158855.6667,18401.33333,139,1,5,38.8,4.8,12.4,5
3879,1,2,2,0,0,1,0,1,1,1,1,35,6,1,J,2,1,0,0,0,0,0,0,2,2,4,560,120000,0,59,1,7,6,1169331.5,808435.5,106921,1266,74268,88249,14252,47644,79435,79019,53183,0,140880,123318,75961,1,3,13.2,6.6,49.7,3
3910,1,4,3,0,0,1,0,2,1,1,1,55,7,1,J,2,1,0,0,0,0,0,0,2,1,4,800,200000,0,106,1,10,8,2060184,1190416.5,173335.5,8950.75,64119.5,60418.75,24757,23240.75,93074.5,28129.75,93687.5,348180,223345,49178.25,27944.25,1,6,14.6,7.9,54,6
3939,1,4,3,0,0,1,0,2,1,1,1,50,6,1,J,3,1,0,0,0,0,0,0,2,2,1,550,0,0,85,1,10,8,1580352.25,998745.25,168267.5,36867,36998,49124.25,30790,136259.75,91213.25,28603,65533.5,145385,126969.25,82734.75,29268.25,1,6,16.8,6.6,38.9,6
3973,1,3,1,0,0,0,1,2,1,1,1,45,6,1,J,2,1,0,0,0,0,0,0,2,1,4,300,190000,0,59,2,9,7,1137513.667,649111.3333,115949,28101,32731,48840,18924.33333,21416.66667,66656.66667,48977.66667,121791,0,111375,34349.66667,20201.33333,1,5,17.9,18.8,105,5
4117,2,2,1,0,0,0,1,2,3,1,1,51,5,1,J,5,7,0,0,0,0,0,0,2,1,6,550,5000,450,59,2,6,4,1607234,1444180,339189,66680,81889,323710,16783,74990,122142.5,71999.5,81794,0,166449.5,98554,51666.5,0,6,23.5,5.7,24.1,6
4146,1,1,1,0,0,0,1,1,3,1,1,29,6,1,J,2,1,0,0,0,0,0,0,2,0,6,600,10000,400,43,2,3,2,1590383,1229532,11391,30933,44175,502219,650,4625,88750,26780,13758,0,437800,68451,226,1,2,0.9,1.1,120.8,2
4178,1,4,2,0,0,1,0,2,1,1,1,37,6,1,J,3,1,0,0,0,0,0,0,2,2,1,1530,0,0,155,1,10,8,1514123.75,1130341.25,100472.5,8265,0,69167.5,308097.5,17625,107537.5,22284.25,81424.75,181250,181645,52572.25,29524.75,1,3,8.9,7.2,81,3
4302,1,3,2,0,0,1,0,2,1,1,1,47,4,1,J,7,1,0,0,0,0,0,0,2,1,1,1175,0,0,85,1,8,6,693357.6667,482164.3333,198178.3333,0,7000,88870,7666.666667,13430,34333.33333,51666.33333,1833.333333,0,7666.666667,71519.66667,11359.66667,1,5,41.1,0.4,0.9,5
4347,2,4,1,0,0,0,1,2,1,1,1,42,7,1,J,2,5,0,0,0,0,0,0,2,2,1,1800,0,0,84,1,2,2,841095.75,726973.25,73994.75,6979,50480.5,56769.5,17880,20012.75,94372,58228.5,68708,196538.5,53491,29519,12939.75,1,4,10.2,9.5,92.9,4
4368,2,4,1,0,0,0,1,2,1,1,1,46,6,1,J,2,5,0,0,0,0,0,0,2,2,1,1400,0,0,134,1,9,8,1231648,1060406,160489,3580.5,97916.5,69504,34741,13404.5,50305,31617.25,88337.75,383850,81822.5,44838,25948,1,5,15.1,8.3,55,5
4378,1,4,1,0,0,0,1,2,1,1,1,50,6,1,J,2,1,0,0,0,0,0,0,4,1,1,963,0,0,60,1,7,5,1115732.5,892134.75,115126,8411.75,52670.75,35076.75,22924.25,107640,43583.25,20025,39349,172500,160050,114778,20480.5,1,6,12.9,4.4,34.2,6
4444,1,3,2,0,0,1,0,2,1,1,1,50,6,1,J,2,1,0,0,0,0,0,0,2,2,1,1400,0,0,85,1,9,7,1931424,1265743,155146.6667,973.3333333,311346.6667,109000,94868.33333,35396.66667,79333.33333,43986,26763.33333,206666.6667,113600,88662,18448.66667,1,6,12.3,2.1,17.3,6
4454,1,4,2,0,0,1,0,2,1,1,1,43,5,1,J,2,1,0,0,0,0,0,0,2,1,1,1200,0,0,134,1,9,7,1251164,969607,73811.25,4176,22975,80293.75,69584.5,19870.25,32477.25,77323.75,46303.5,170859,139474.5,232458.25,217277,1,4,7.6,4.8,62.7,4
4478,1,2,2,0,0,0,1,1,3,1,1,34,6,1,J,3,1,0,0,0,0,0,0,4,1,4,675,135000,0,31,2,8,6,2031700.5,1508056.5,137437.5,34050,109765,82325,28337.5,398910,186873.5,54694.5,134335.5,0,252250,89078.5,39193.5,1,3,9.1,8.9,97.7,3
4498,1,3,2,0,0,1,0,2,1,1,2,33,5,1,J,3,1,0,0,0,0,0,0,2,1,1,460,0,0,60,1,6,5,1135876.333,760788.6667,124903.3333,11466.66667,6836.666667,59096.66667,25090.33333,35348.66667,67766.66667,38741,42133.33333,0,306900,42505.33333,26338.66667,1,2,16.4,5.5,33.7,2
4522,1,3,2,0,0,1,0,2,1,1,1,38,6,1,J,2,1,0,0,0,0,0,0,2,2,1,2100,0,0,85,1,10,8,1820808.333,1397418.333,146534.3333,2079.666667,45560.33333,87724,435255.6667,24139.66667,154062.3333,24860,113389.6667,167037,117969.3333,78806.33333,25341.66667,1,3,10.5,8.1,77.4,3
4533,1,3,2,0,0,1,0,2,1,1,1,35,6,1,J,2,1,0,0,0,0,0,1,2,1,1,930,0,0,85,1,8,6,1855053,1279321,160809.3333,6163.333333,110478,61926,94370.66667,132716,168441.6667,38526,49221.33333,51290.66667,249566.6667,155811.6667,40291.66667,1,3,12.6,3.8,30.6,3
4561,1,3,1,0,0,0,1,2,1,1,1,57,6,1,J,3,1,0,0,0,0,0,0,2,2,1,1100,0,0,85,1,9,8,1209201.667,378523.3333,86428.33333,5980,28201.66667,57218.33333,5316.666667,19166.66667,51808.33333,32112.66667,11766.33333,0,30700,49824.33333,33214.33333,1,6,22.8,3.1,13.6,6
4585,1,3,2,0,0,1,0,2,1,1,1,42,5,1,J,3,1,0,0,0,0,0,0,1,1,2,600,0,0,36,1,7,6,1021525,822799.6667,167928.6667,6921.333333,96239.33333,229306.6667,35511,27701.33333,60838.66667,28386.66667,57244,0,23156.66667,89565.33333,43613.33333,1,4,20.4,7,34.1,4
4589,1,1,1,0,0,0,1,1,3,1,2,28,6,1,J,2,1,0,0,0,0,0,0,1,0,4,600,120000,0,36,2,5,4,3257804,2686244,122393,18906,344164,49813,154908,101314,246719,223592,358717,184444,547103,334171,99650,1,1,4.6,13.4,293.1,1
4633,1,2,1,0,0,0,1,1,1,1,2,30,6,1,J,2,1,0,0,0,0,0,0,1,1,4,400,120000,0,30,2,5,4,1457690.5,1156190.5,89990,35625,25150.5,100432.5,165576.5,90586.5,83080,49656.5,155911.5,1250,116729,242204,43658.5,1,2,7.8,13.5,173.3,2
4649,1,4,2,0,0,1,0,2,1,1,1,42,6,1,J,2,2,0,0,0,0,0,0,1,1,4,280,70000,0,59,2,8,6,598544.5,409439.25,72508.25,1076.75,6027.75,30511,3395,25997,36394.75,18350.25,14369.25,91166.75,81245.75,28396.75,17061.5,1,4,17.7,3.5,19.8,4
4652,1,2,2,0,0,1,0,1,1,1,1,47,6,1,J,2,1,0,0,0,0,0,0,2,0,1,800,0,0,84,1,10,8,2576219,1295192.5,383341.5,0,53996.5,114330,76360,101095,48826.5,44766.5,188821.5,0,155333.5,128321,83542.5,1,5,29.6,14.6,49.3,5
4672,1,4,3,0,0,1,0,2,1,1,1,52,4,1,J,8,1,0,0,0,0,0,0,2,1,1,2700,0,0,85,1,8,7,1362610.75,1117193.25,93513.75,2293.75,51442,55088.75,8858.75,23525,118125,48784.5,349728.5,218750,105724.5,41359,26559,1,6,8.4,31.3,374,6
4703,1,1,1,0,0,0,1,1,3,1,2,26,5,1,J,3,1,0,0,0,0,0,0,2,0,6,280,50000,82,39,2,5,4,2113534,1839148,90553,19478,152551,205305,31031,238336,106351,44549,176546,14750,300264,459434,34242,1,1,4.9,9.6,195,1
4746,1,2,1,0,0,0,1,2,3,1,2,29,6,1,J,2,1,0,0,0,0,0,0,1,1,6,750,170000,200,54,2,5,4,2052202,1691967,71306.5,0,95250,168860,37350,379685,112225,58009.5,256750,52500,198050,261981,157381,1,2,4.2,15.2,360.1,2
4791,1,4,1,0,0,0,1,2,1,1,1,46,6,1,J,2,1,0,0,0,0,0,0,2,1,1,1000,0,0,85,1,8,6,1096992.25,784331.25,173457,2240.5,47974,51738.5,29834,22894.5,47946.25,26073.25,51379.75,159838,113217.5,57738.25,26537.75,1,5,22.1,6.6,29.6,5
4812,1,1,1,0,0,0,1,1,3,1,2,26,6,1,J,2,1,0,0,0,0,0,0,1,0,6,350,10000,300,14,2,4,3,1364727,932307,182250,12920,0,376340,0,17000,52250,50290,27830,0,203300,10127,8827,1,1,19.5,3,15.3,1
4813,1,4,1,0,0,0,1,2,1,1,1,42,6,1,J,2,1,0,0,0,0,0,0,2,1,4,1133,340000,0,102,2,8,6,1410678.5,883291.5,124167.5,28067.5,44093.75,94863.75,17395,84865,50975,41250.5,21661.25,175562.5,113825,86564.75,20292.25,1,4,14.1,2.5,17.4,4
4820,1,4,1,0,0,0,1,2,1,1,1,36,8,1,J,2,2,0,0,0,0,0,0,2,2,1,1133,0,0,102,1,10,8,1614782.25,1245258.25,157042.75,31452.5,76672.25,58538,38759.75,30308.5,102129.25,39755,215477.5,183930,190247.5,120945,50192.5,1,3,12.6,17.3,137.2,3
4834,1,4,2,0,0,0,1,3,1,1,1,40,6,1,J,5,1,0,0,0,0,0,0,3,1,6,540,15000,450,53,2,8,6,620632.25,537628.25,57337,11925,8689,147801,18043,91254,31722,36406,16844.5,0,81265,36342,20791.5,1,4,10.7,3.1,29.4,4
4884,1,4,1,0,0,0,1,2,1,1,1,33,6,1,J,2,1,0,0,0,0,0,0,2,1,4,1575,235000,0,60,2,6,4,662509.25,540990.5,87373.25,3848.25,29751.25,49618.25,16862.5,26648.75,30062.5,110130.75,16105.75,77500,53398.75,39691,19106.5,1,2,16.2,3,18.4,2
4886,2,3,1,0,0,0,1,2,1,1,1,45,6,1,J,2,5,0,0,0,0,0,0,2,1,1,1575,0,0,60,1,7,6,1010503.667,824140.3333,133802.6667,36936.66667,40590,58766,40839.33333,98208,99933,37178.66667,43956,8000,153200,72730,19609.33333,1,5,16.2,5.3,32.9,5
4937,1,2,2,0,0,1,0,1,1,1,1,34,6,1,J,3,1,0,0,0,0,0,0,2,1,1,700,0,0,50,1,7,5,1954390.5,1290605.5,100069,19102.5,144500,98268,35929,20866.5,51318.5,24902,221195,121583.5,351941.5,100929.5,27771.5,1,3,7.8,17.1,221,3
4942,1,3,1,0,0,0,1,2,1,1,1,47,6,1,J,2,1,0,0,0,0,0,0,2,1,4,500,150000,0,75,2,5,4,732505,628545,179437.6667,14871.33333,33857.33333,44443.33333,4168,58822,98321.33333,36344,47842.66667,0,66299.33333,44138.33333,338.3333333,1,5,28.5,7.6,26.7,5
4972,1,4,2,0,0,1,0,2,1,1,1,37,5,1,J,3,1,0,0,0,0,0,0,2,1,1,670,0,0,49,1,7,5,863315.25,658832.25,146954.5,7917.5,46243,56704.75,14008.75,32608.25,70845.75,32702.5,35397.75,96463,85601.25,33385.75,17155.75,1,3,22.3,5.4,24.1,3
4980,2,1,1,0,0,0,1,1,3,1,1,36,6,1,J,2,5,0,0,0,0,0,0,1,1,6,430,5000,400,36,2,1,1,1384624,1308366,218848,134064,63150,453854,53156,43000,43246,48852,156576,0,62020,31600,0,1,3,16.7,12,71.5,3
4994,2,1,1,0,0,0,1,1,3,1,2,39,7,1,J,2,5,0,0,0,0,0,0,4,1,1,800,0,0,64,1,8,6,3860102,2886090,313454,429,190044,131131,172874,208831,313413,109000,736795,0,403076,307042,98529,1,4,10.9,25.5,235.1,4
4997,1,3,1,0,0,0,1,2,1,1,1,44,4,1,J,2,1,0,0,0,0,0,0,2,2,1,850,0,0,85,1,9,8,1832547,1281178.667,198249.3333,5056.666667,104752.6667,95644,22486.66667,40387.33333,150194.3333,61676.33333,113424.3333,216272.3333,139382.3333,133652.3333,183.6666667,1,5,15.5,8.9,57.2,5
5041,1,4,1,0,0,0,1,2,1,1,1,47,6,1,J,1,1,0,0,0,0,0,0,2,1,1,850,0,0,85,1,10,8,1696077.25,1149870.25,233091.25,6337.5,44596.25,65908.75,21632.25,53187.5,82931.25,29152.5,53505,316270,194878.75,48379.25,31560.5,1,5,20.3,4.7,23,5
5191,1,1,1,0,0,0,1,1,3,1,2,52,6,1,J,2,1,0,0,0,0,0,0,1,1,4,360,90000,0,43,2,4,3,1397921,914941,34278,0,99360,71882,17070,87300,208440,33000,168500,0,117960,77151,58851,0,6,3.7,18.4,491.6,6
5233,1,2,2,0,0,1,0,1,1,1,1,38,6,1,J,2,1,0,0,0,0,0,0,2,1,1,700,0,0,85,1,8,6,2046697.5,1266788,195364.5,43369,53052.5,94542.5,64739,161519,120039,36579,81130.5,0,302068,114384,50796.5,0,3,15.4,6.4,41.5,3
5291,1,2,2,0,0,1,0,1,1,1,1,39,4,1,J,3,1,0,0,0,0,0,0,2,1,6,400,5000,350,58,2,8,6,2773253,2463116.5,242450,0,305575,554725,165915,41825,814150,42883,19220,0,178350,98023.5,81523.5,1,4,9.8,0.8,7.9,4
5295,1,2,2,0,0,1,0,1,1,1,1,38,5,1,J,7,1,0,0,0,0,0,0,2,1,4,600,175000,0,76,1,8,6,1591911.5,1134136.5,93618.5,7424,195215,109995.5,48509,24144,42497.5,60237,148649.5,0,292931.5,110916,44702,1,3,8.3,13.1,158.8,3
5301,1,2,1,0,0,0,1,1,1,1,1,54,4,1,J,7,1,0,0,0,0,0,0,2,2,1,600,0,0,59,1,8,6,2872131.5,2118910,170637,89220,111237,78980,47410,353943,204785.5,55976.5,330132.5,0,485298.5,191290,119588.5,1,6,8.1,15.6,193.5,6
5373,1,1,1,0,0,0,1,1,3,1,2,32,4,1,J,3,1,0,0,0,0,0,0,1,0,6,316,3000,295,26,2,3,3,1712178,1345021,131445,6479,71318,339167,5792,145807,27983,77515,82088,160444,246833,50150,0,1,2,9.8,6.1,62.5,2
5438,1,1,1,0,0,0,1,1,3,1,2,29,6,1,J,5,1,0,0,0,0,0,0,3,1,4,300,30000,0,60,2,6,4,1634932,1298049,114840,7704,113440,105482,59248,70260,125414,184108,60894,0,325040,131619,83919,1,2,8.8,4.7,53,2
5759,1,4,2,0,0,1,0,2,1,1,1,41,6,1,J,3,1,0,0,0,0,0,0,2,1,1,700,0,0,76,1,10,8,1633505,1144363,147125.5,1869.5,147979.75,73908.5,85673.75,59901.5,127413.25,45492.25,40424.5,97270.5,190673.75,126630.5,39974.5,1,4,12.9,3.5,27.5,4
5788,1,1,1,0,0,0,1,1,3,1,1,32,6,1,J,3,1,0,0,0,0,0,0,1,1,4,450,60000,0,50,2,6,4,2628559,1725301,141398,0,114909,93088,29635,3945,186855,85036,185917,0,771902,112614,73714,1,2,8.2,10.8,131.5,2
5825,2,2,2,0,0,1,0,1,1,1,1,28,4,1,J,4,4,0,0,0,0,0,0,1,2,4,550,80000,0,50,2,7,5,3709576,3411554.5,117031,1950,807820,32285,335010,1101900,177807,66430,93050,0,479690,198581.5,135481.5,1,1,3.4,2.7,79.5,1
5867,1,1,1,0,0,0,1,1,3,1,1,26,6,1,J,2,1,0,0,0,0,0,0,1,1,6,280,1000,270,18,2,3,3,1427111,1241011,40437,57750,61900,307192,16590,1583,215733,50454,17682,0,436873,34817,0,1,1,3.3,1.4,43.7,1
5906,1,1,1,0,0,0,1,1,3,1,2,46,4,1,J,3,1,0,0,0,0,0,0,2,1,4,200,12500,0,25,2,4,3,1573385,1009477,60743,0,63856,128882,36814,929,156055,72984,33563,0,228400,227251,63635,1,5,6,3.3,55.3,5
6019,1,4,1,0,0,0,1,2,1,1,1,40,4,1,J,8,1,0,0,0,0,0,0,1,2,1,800,0,0,198,1,3,3,764771.25,651907,108077,9231.25,85456.25,28115.75,15612,27218.75,141643.75,24875,50971.25,0,123005.75,37700.75,30419.5,0,4,16.6,7.8,47.2,4
6098,1,2,1,0,1,0,0,2,3,1,2,38,6,1,J,3,1,0,0,0,0,0,0,2,1,1,550,0,0,60,1,6,5,1866142,1323018.5,236345,31913.5,151066.5,47368,6610,103075,111223.5,57395.5,72547,199155,175233.5,131086.5,26783,0,3,17.9,5.5,30.7,3
6337,2,4,2,0,0,1,0,2,1,1,1,50,5,1,J,7,5,0,0,0,0,0,0,2,1,1,600,0,0,84,1,8,7,870120.5,722912.5,121436.25,1611.25,65045,50510.75,6958.25,43670.75,24666.75,22793.25,29695.75,228973.75,79687.5,47863,15524.25,1,6,16.8,4.1,24.5,6
6609,2,4,1,0,0,0,1,2,1,1,1,48,6,1,J,2,5,0,0,0,0,0,0,2,1,1,800,0,0,84,1,9,7,1201694,931244,148206.75,4130.5,80674.5,63624.25,46482,54197.5,59258.75,23231.5,64763.75,258591,87157.75,40925.75,11281.25,0,5,15.9,7,43.7,5
6811,1,4,2,0,0,1,0,2,1,1,1,44,6,1,J,3,1,0,0,0,0,0,0,2,2,1,900,0,0,84,1,9,7,1460604.5,1142422,166624,975,41323,67987.5,118888.25,34344.5,144848.25,60278.25,98275,152341.75,191473.25,65063,44227.5,1,5,14.6,8.6,59,5
6827,1,3,2,0,0,1,0,2,1,1,1,36,6,1,J,3,1,0,0,0,0,0,0,2,1,1,1250,0,0,85,1,6,4,1160507,733524.6667,104025.6667,12949,43877.66667,80537.66667,101975.6667,66053.33333,55277.66667,22774,19537.66667,0,160611,65905.33333,19485.33333,1,3,14.2,2.7,18.8,3
6864,1,1,1,0,0,0,1,1,3,1,2,32,5,1,J,2,1,0,0,0,0,0,0,2,0,1,435,0,0,70,1,4,3,2331329,1485419,165650,29500,96800,125440,113100,18500,96700,39840,90700,120000,479400,109789,26589,1,2,11.2,6.1,54.8,2
6906,1,1,1,0,0,0,1,1,3,1,1,52,5,1,J,7,1,0,0,0,0,0,0,2,1,1,450,0,0,58,1,9,7,2591601,1080189,54132,77202,25167,102345,3113,2200,112155,26420,193917,0,427283,56257,54993,1,6,5,18,358.2,6
7149,1,2,2,0,0,1,0,1,1,1,1,53,4,1,J,9,1,0,0,0,1,0,0,1,2,1,74,0,0,66,1,9,7,2766782,1490172,131215,69000,0,47280,42500,845200,157000,62460,3405,0,56500,75612,75612,0,6,8.8,0.2,2.6,6
7465,1,2,2,0,0,1,0,1,1,1,1,55,4,1,J,3,1,0,0,0,0,0,0,2,1,4,265,44120,0,60,2,8,7,1808213,1188308,147021.5,1896.5,103857,224012,52166.5,80805.5,99364.5,103529,26406,0,230791.5,118458,88068.5,1,6,12.4,2.2,18,6
7637,1,3,2,0,0,1,0,2,1,1,1,35,6,1,J,2,1,0,0,0,0,0,0,2,2,1,700,0,0,59,1,8,6,6458947.667,5985318,126261,11833.33333,58266.66667,53254.33333,8297.666667,153439,5091675.667,15446.66667,167064.3333,109846.6667,117625.6667,72307,62973.66667,0,3,2.1,2.8,132.3,3
7969,1,3,1,0,0,0,1,2,1,1,1,38,4,1,J,4,1,0,0,0,0,0,0,2,2,1,700,0,0,85,1,6,4,1150139.333,809684,143877.6667,4794.333333,43434.66667,66109,24124.33333,149535.6667,97108.33333,43550.66667,42929.33333,30000,106200,58019.66667,31675.33333,1,3,17.8,5.3,29.8,3
8033,1,4,2,0,0,1,0,2,1,1,1,40,5,1,J,9,1,0,0,0,0,0,0,2,2,1,400,0,0,60,1,7,5,804933.25,676353.25,63430.5,5853,41826.5,42879,23761.5,31584.5,41350,122091.5,14336,166785,69130,53325.75,41630.25,1,4,9.4,2.1,22.6,4
8697,1,1,1,0,0,0,1,1,3,1,1,27,6,1,J,2,1,0,0,0,0,0,0,1,1,6,180,20000,150,35,2,5,4,1951497,1658507,35300,36333,82967,182723,0,20000,294067,71063,222700,0,525233,188120,19120,1,1,2.1,13.4,630.9,1
8717,1,5,1,0,0,0,1,2,1,1,1,42,6,1,J,2,1,0,0,0,0,0,0,2,1,1,750,0,0,105,1,8,6,867030,679716,82386.2,4054,46417.4,60880,25399.2,24688.2,25612,39190.6,68034.8,142000,98975.2,62078.6,37342,1,4,12.1,10,82.6,4
8873,2,4,2,0,0,1,0,2,1,1,1,42,6,1,J,2,4,0,0,0,0,0,0,2,2,1,642,0,0,85,1,6,5,1052166,896688.75,159497.5,10957.5,74301.5,58523,72063.25,23649.75,108903,54168.25,47830.5,148660.5,84887.5,53247,8840.5,1,4,17.8,5.3,30,4
9229,1,3,3,0,0,1,0,2,1,1,1,56,6,1,J,2,1,0,0,0,0,0,0,1,2,1,800,0,0,112,1,10,8,4701390,3435641.333,294211.6667,0,165600,35840,257193.3333,52457.66667,454876,63789.33333,760290,0,598453.3333,752930.6667,26805.66667,1,6,8.6,22.1,258.4,6
9259,1,4,2,0,0,1,0,2,1,1,1,40,5,1,J,7,1,0,0,0,0,0,0,1,2,1,600,0,0,77,1,8,6,965769.5,741922,73128.5,20199.75,34810.25,30926.5,80520.25,34566.25,68960.75,19774.75,70467.5,83156.25,200743.25,24668.25,15632,1,4,9.9,9.5,96.4,4
9262,1,4,2,0,0,1,0,2,1,1,1,56,8,1,J,3,1,0,0,0,0,0,0,4,2,1,420,0,0,76,1,9,8,1348816,997093.75,133936.25,0,22854.25,19281.25,57923.75,145685,110718.75,47525.75,23127.5,135000,210701.25,90340.25,34262.75,1,6,13.4,2.3,17.3,6
9266,1,3,3,0,0,1,0,2,1,1,1,53,6,1,J,3,1,0,0,0,0,0,1,1,1,7,420,0,420,50,2,10,8,2742641.333,2014701.333,239710,4976.666667,107666.6667,187726.6667,340,46733.33333,109333.3333,67310.33333,845483.3333,0,251866.6667,153554.3333,125221,1,6,11.9,42,352.7,6
9443,2,1,1,0,0,0,1,1,3,1,1,40,6,1,J,2,5,0,0,0,0,0,0,3,1,4,400,60000,0,50,2,3,3,1262525,1004454,131288,17954,0,98022,57824,43629,221379,107137,45696,0,123016,158509,46449,0,4,13.1,4.5,34.8,4
28,1,3,2,0,0,1,0,2,1,2,1,47,6,1,J,2,3,0,0,0,0,0,0,2,1,4,1530,370000,0,74,2,8,6,2528786,1699976.333,159102.6667,3046.666667,88110.33333,70425.33333,3871.333333,257380.3333,69444.66667,78205,385488.3333,268072,226018,90811.66667,45274.33333,1,5,9.4,22.7,242.3,5
58,1,2,2,0,0,1,0,1,1,2,2,40,7,1,J,2,1,0,0,0,0,0,0,2,1,1,2300,0,0,84,1,10,8,6822189,4216641.5,71118.5,166514,158781,71129,51303.5,19675,2731819.5,78708.5,272453.5,3750,537963.5,53425.5,7468,1,4,1.7,6.5,383.1,4
135,1,2,2,0,0,1,0,1,1,2,1,30,6,1,J,2,1,0,0,0,0,0,0,1,0,4,750,50000,0,24,2,9,8,2501015,1941523.5,118991.5,14860.5,368663,41482,23090.5,58669.5,255777.5,86641.5,116017,0,615475.5,241855.5,17101,1,2,6.1,6,97.5,2
142,1,2,2,0,0,0,1,2,2,3,1,23,5,1,J,2,1,1,0,0,1,0,0,2,1,6,500,49000,297,50,2,7,5,1308503.5,909341.5,192396.5,25156,55300,212558,21763,28400,121350,55186.5,49467.5,0,109464,38300.5,18292,1,1,21.2,5.4,25.7,1
179,2,3,2,0,0,1,0,2,1,2,2,52,7,1,J,2,1,0,0,0,0,1,0,2,0,1,2150,0,0,90,1,10,8,3564611.667,2115063.333,239232.6667,3279,95811.66667,272415,42970.66667,232393.3333,53388.33333,114574.6667,154499.6667,456194.3333,259886,190418,93049,1,6,11.3,7.3,64.6,6
233,1,2,2,0,0,0,1,1,3,8,2,37,6,1,J,2,5,0,0,0,0,0,0,2,1,4,3400,850000,0,84,1,10,8,3967627,2711091.5,167565,97655.5,499128,147759.5,68792,54215.5,296478.5,79257,438408,42857,497370,321605,51075.5,1,3,6.2,16.2,261.6,3
348,1,5,2,0,0,0,1,3,3,3,1,27,6,1,J,2,1,0,0,0,0,0,0,2,1,1,1700,0,0,85,1,10,8,1284165.4,705496.4,110462.4,2261.4,9230,63718.6,4638.6,11978.6,77182.2,37633.4,59233.4,150000,148530.4,30627.6,22888.8,1,1,15.7,8.4,53.6,1
410,1,3,2,0,0,1,0,2,1,2,2,41,6,1,J,3,1,0,0,0,0,0,0,2,1,1,1200,0,0,60,1,10,8,2211437.667,1354774.333,102613.3333,1500,175300,57630,24390,89718.33333,66933.33333,45163.66667,69241.66667,355500,268011.6667,98772.33333,25472.33333,1,4,7.6,5.1,67.5,4
487,1,2,2,0,0,1,0,1,1,2,2,41,6,1,J,3,1,0,0,0,0,0,0,4,1,6,2300,50000,2100,60,2,10,8,5796152,3878367.5,115474.5,58975,580129.5,1178923.5,31706,522581,133373.5,137000,82924.5,22500,521490,493290,65128.5,1,4,3,2.1,71.8,4
