가구별 일련번호,가구구분,가구원수,취업인원수,노인가구,모자가구,맞벌이가구,일반가구,세대구분,배우자유무,가구주_가구주와의 관계,가구주_성별,가구주_연령,가구주_학력,가구주_취업여부,가구주_산업코드,가구주_직업코드,가구주_종사상지위,취업배우자,학업배우자,기타배우자,취업자녀수,학업자녀수,기타자녀수,거처구분,자동차 보유댓수(휘발유+경우+LPG),입주형태,월세평가액,전세보증금,월세,주거용 전용면적,주택소유구분,가중치(weight),소득10분위코드(전국_전체가구),소득10분위코드(전국_근로자가구),소득10분위코드(전국_근로자외가구),소득10분위코드(도시_전체가구l),소득10분위코드(도시_근로자가구),소득10분위코드(도시_근로자외가구),소득구간,가계지출,소비지출,01. 식료품 · 비주류음료,곡물,곡물가공품,빵 및 떡류,육류,육류가공품,신선수산동물,염건수산동물,기타수산동물가공,유제품 및 알,유지류,과일 및 과일가공품,채소 및 채소가공품,해조 및 해조가공품,당류 및 과자류,조미식품,기타식품,커피 및 차,쥬스 및 기타음료,02. 주류 · 담배,주류,담배,03. 의류 · 신발,직물 및 외의,내의,기타의복,의복관련서비스,신발,신발서비스,04. 주거 · 수도 · 광열,실제주거비,주택유지 및 수선,상하수도 및 폐기물처리,기타주거관련서비스,연료비,05. 가정용품 · 가사서비스,가구 및 조명,실내장식,가구·조명 및 장식서비스,가정용 섬유,가전 및 가정용기기,가전관련서비스,가사용품,가정용공구 및 기타,가사소모품,가사서비스,06. 보건,의약품,의료용소모품,보건의료용품 및 기구,외래의료서비스,치과서비스,기타의료서비스,입원서비스,07. 교통,자동차구입,기타운송기구구입,운송기구유지 및 수리,운송기구 연료비,기타개인교통서비스,철도운송,육상운송,기타운송,기타교통관련서비스,08. 통신,우편서비스,통신장비,통신서비스,09. 오락·문화,영상음향기기,사진광학장비,정보처리장치,기록매체,영상음향 및 정보기기수리,오락문화 내구재,악기기구,오락문화내구재 유지 및 수리,장난감 및 취미용품,캠핑 및 운동관련용품,화훼관련용품,애완동물관련물품,화훼 및 애완동물서비스,운동 및 오락서비스,문화서비스,복권,서적,기타인쇄물,문구,단체여행비,10. 교육,정규교육,초등교육,중등교육,고등교육,학원 및 보습교육,학생학원교육,성인학원교육,기타교육,11. 음식·숙박,식사비,숙박비,12. 기타 상품 및 서비스,이미용서비스,이미용 기기,위생 및 이미용용품,시계 및 장신구,기타개인용품,복지시설,보험,기타금융,기타서비스,비소비지출,경상조세,비경상조세,연금 기여금,사회보험,이자비용,가구간 이전지출,비영리단체로 이전,도시/읍면부 구분,연차구분,engel,freetime,happy,years,,,
5438,1,1,1,0,0,0,1,1,3,1,2,29,6,1,J,5,1,0,0,0,0,0,0,3,1,4,300,30000,0,60,2,2132.8904,6,5,,6,5,,4,1634932,1298049,114840,1980,12302,11780,18122,3188,1196,1140,2106,7420,1256,19988,4858,2196,11402,2666,872,6320,6048,7704,7704,0,113440,90240,0,0,0,23200,0,105482,0,0,8376,25000,72106,59248,0,0,7000,0,28900,12600,0,1600,9148,0,70260,30960,7760,0,31540,0,0,0,125414,0,0,0,102502,600,0,2512,18900,900,184108,0,0,184108,60894,0,0,0,0,0,0,0,0,0,4800,0,0,0,40554,12860,0,0,0,2680,0,0,0,0,0,0,0,0,0,0,325040,325040,0,131619,800,0,46800,0,100,0,83919,0,0,336883,36366,0,109472,136040,15005,40000,0,1,2,8.8,4.7,53,2,,,
5759,1,4,2,0,0,1,0,2,1,1,1,41,6,1,J,3,1,0,0,0,0,0,0,2,1,1,700,0,0,76,1,3251.9244,10,10,,10,10,,8,1633505,1144363,147125.5,7207,5312,19515.25,3522.5,6929.75,0,249.25,2910.5,7543,905,26634.25,4189.75,1883.25,16892.75,1633.5,25723.75,3523,12551,1869.5,1869.5,0,147979.75,106838.5,19491.5,2417.5,1986.5,17245.75,0,73908.5,0,755.5,8297,29253.25,35602.75,85673.75,1147.5,0,0,2893.25,44805,16700,11916,1154.75,7057.25,0,59901.5,2487.5,5470,12625,37679,1640,0,0,127413.25,0,0,3699.5,79250,8780,1755,8483.75,24070,1375,45492.25,0,22720.75,22771.5,40424.5,0,0,0,0,0,0,0,0,4563.75,387.5,2875,0,0,11418.25,9767,62.5,5046.75,0,6303.75,0,97270.5,0,0,0,0,88275,88275,0,8995.5,190673.75,154893.75,35780,126630.5,34925,6379.5,24991.75,957.5,7992.25,0,39974.5,0,11410,489142,117711.25,800,70317.75,79088.5,53123.25,149794.5,18306.75,1,4,12.9,3.5,27.5,4,,,
5788,1,1,1,0,0,0,1,1,3,1,1,32,6,1,J,3,1,0,0,0,0,0,0,1,1,4,450,60000,0,50,2,4909.7823,6,5,,6,5,,4,2628559,1725301,141398,0,12303,32398,3182,1118,1318,0,180,5554,545,4035,6611,545,32154,636,17299,5162,18358,0,0,0,114909,99546,1545,909,2636,10272,0,93088,0,0,34,60000,33055,29635,0,0,0,1680,20832,0,636,1136,5351,0,3945,400,3545,0,0,0,0,0,186855,0,0,0,141364,15302,0,2936,25917,1336,85036,0,602,84434,185917,0,0,0,0,0,0,0,0,29364,12275,7136,0,0,6291,78932,909,1091,0,2919,47000,0,0,0,0,0,0,0,0,0,771902,763720,8182,112614,17455,0,16773,0,4673,0,73714,0,0,903258,108919,0,175881,161613,0,431845,25000,1,2,8.2,10.8,131.5,2,,,
5825,2,2,2,0,0,1,0,1,1,1,1,28,4,1,J,4,4,0,0,0,0,0,0,1,2,4,550,80000,0,50,2,172.214,7,,8,7,,8,5,3709576,3411554.5,117031,0,8260,14050,6440,12800,0,0,1475,8625,0,8480,18436,0,2550,3815,17630,0,14470,1950,1950,0,807820,807820,0,0,0,0,0,32285,0,0,6770,7000,18515,335010,294950,0,0,0,0,0,35550,0,4510,0,1101900,3000,0,13250,85650,0,0,1000000,177807,0,0,0,102157,750,70700,4200,0,0,66430,0,0,66430,93050,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,5750,0,0,0,85800,0,0,0,0,0,0,0,0,0,0,479690,479690,0,198581.5,0,50500,5100,0,0,0,135481.5,7500,0,298021.5,128630,0,55710,53910,59771.5,0,0,1,1,3.4,2.7,79.5,1,,,
5867,1,1,1,0,0,0,1,1,3,1,1,26,6,1,J,2,1,0,0,0,0,0,0,1,1,6,280,1000,270,18,2,2262.0467,3,2,,3,2,,3,1427111,1241011,40437,0,2843,1250,0,0,0,0,0,1870,0,1665,0,0,13128,0,3868,8717,7095,57750,0,57750,61900,53233,0,333,0,8333,0,307192,270000,0,6233,5000,25959,16590,0,0,0,8933,0,0,1250,2157,4250,0,1583,1583,0,0,0,0,0,0,215733,0,0,20667,180000,7867,0,3867,0,3333,50454,0,0,50454,17682,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,12432,0,0,0,250,0,0,0,0,0,0,0,0,0,0,436873,436873,0,34817,21500,0,13317,0,0,0,0,0,0,186100,22100,0,89240,74760,0,0,0,1,1,3.3,1.4,43.7,1,,,
5906,1,1,1,0,0,0,1,1,3,1,2,46,4,1,J,3,1,0,0,0,0,0,0,2,1,4,200,12500,0,25,2,3289.7525,4,3,,4,3,,3,1573385,1009477,60743,4129,4659,1286,1516,0,1929,1647,2870,11917,1707,11226,8197,0,4800,1977,2684,0,200,0,0,0,63856,39134,0,0,16179,8543,0,128882,0,0,3614,54869,70399,36814,0,0,0,20786,5000,0,9243,0,1786,0,929,257,0,0,671,0,0,0,156055,0,0,47143,105452,0,0,0,0,3460,72984,0,0,72984,33563,6629,0,0,0,0,0,0,0,0,0,0,0,0,0,17520,0,9414,0,0,0,0,0,0,0,0,0,0,0,0,228400,228400,0,227251,46857,85571,31187,0,0,0,63635,0,0,563908,76850,0,132601,123570,88029,142857,0,1,5,6,3.3,55.3,5,,,
6019,1,4,1,0,0,0,1,2,1,1,1,40,4,1,J,8,1,0,0,0,0,0,0,1,2,1,800,0,0,198,1,1001.2455,3,2,,,,,3,764771.25,651907,108077,9125,7531.25,10874.5,22531.25,7159.5,4312.5,2556.25,1368.75,8184.5,0,2906.25,3037.5,1212.5,10608.75,2187.5,812.5,2572,11097,9231.25,9231.25,0,85456.25,53925,750,4500,0,26281.25,0,28115.75,0,6250,115.75,0,21750,15612,0,0,0,6875,4437.5,0,0,0,3674.5,625,27218.75,8400,625,8125,3993.75,6075,0,0,141643.75,0,5812.5,14812.5,76562.5,37500,0,6956.25,0,0,24875,0,0,24875,50971.25,0,0,0,0,0,0,0,0,3281.25,4115,18312.5,0,0,6375,7125,0,9031.25,0,2731.25,0,0,0,0,0,0,0,0,0,0,123005.75,123005.75,0,37700.75,2062.5,0,3175,1418.75,625,0,30419.5,0,0,112864.5,13797,0,34120,31197.5,0,28125,5625,0,4,16.6,7.8,47.2,4,,,
6098,1,2,1,0,1,0,0,2,3,1,2,38,6,1,J,3,1,0,0,0,0,0,0,2,1,1,550,0,0,60,1,608.7334,6,5,,,,,5,1866142,1323018.5,236345,0,7433.5,36088.5,26858.5,14991.5,3316.5,0,0,17568.5,900,39485,23891.5,498.5,37270,2661.5,15181.5,1000,9200,31913.5,31913.5,0,151066.5,125566.5,0,4255,1000,20245,0,47368,0,0,7530,22704.5,17133.5,6610,0,0,0,0,0,0,816.5,1666.5,4126.5,0,103075,12841.5,3916.5,49833.5,36483.5,0,0,0,111223.5,0,0,17133.5,91506.5,1200,0,0,0,1383.5,57395.5,0,0,57395.5,72547,0,0,0,0,0,0,0,0,13523.5,9083.5,0,0,0,20916.5,18900.5,0,4416.5,0,5706.5,0,199155,0,0,0,0,166971.5,166971.5,0,32183.5,175233.5,175233.5,0,131086.5,29166.5,0,71470,2000,1666.5,0,26783,0,0,543123.5,115245,0,175655,69775,91508.5,46666.5,44273.5,0,3,17.9,5.5,30.7,3,,,
6337,2,4,2,0,0,1,0,2,1,1,1,50,5,1,J,7,5,0,0,0,0,0,0,2,1,1,600,0,0,84,1,1926.1833,8,,9,8,,9,7,870120.5,722912.5,121436.25,7352,4768.75,8464.25,24762.5,8618.25,4011.75,1544.25,6052.5,9233,1099.5,9014.5,19433.75,1713.75,5222,5017.5,3505,83.25,1539.5,1611.25,1611.25,0,65045,49785,3526.75,1500,750,9483.25,0,50510.75,0,0,5024.25,22172.5,23314.25,6958.25,0,83.25,0,958.25,0,0,1750,787.5,3379.25,0,43670.75,7958.25,1700,8333.25,22620.75,3058.25,0,0,24666.75,0,0,0,22916.75,0,0,1562.5,0,187.5,22793.25,0,0,22793.25,29695.75,0,0,0,0,0,0,4125,0,635.5,0,0,125,0,1666.75,6493.25,0,12348,0,4302.5,0,228973.75,0,0,0,0,215510.5,215510.5,0,13463.25,79687.5,61770.75,17916.75,47863,21666.75,0,5116.75,166.75,4597,0,15524.25,0,791.75,147208,13833,0,54250,48708.25,0,30416.75,0,1,6,16.8,4.1,24.5,6,,,
6609,2,4,1,0,0,0,1,2,1,1,1,48,6,1,J,2,5,0,0,0,0,0,0,2,1,1,800,0,0,84,1,3882.7071,9,,9,,,,7,1201694,931244,148206.75,8528.75,7763.75,9795.25,19409.75,7042.75,3016.5,1363.25,6566.5,5416.75,1423.75,16693.25,18553.5,3182.5,17636.5,6015,6403.75,1852,7543,4130.5,4130.5,0,80674.5,48592.75,8487.75,3924.5,861.25,18808.25,0,63624.25,0,0,5899.75,23524.5,34200,46482,4545.5,227.25,2272.75,8288.75,6361,10556.75,7889.75,2601,3739.5,0,54197.5,33952.5,433.75,4063.75,6656.75,9091,0,0,59258.75,0,0,7163.25,34772.75,0,863.75,550,15909,0,23231.5,0,0,23231.5,64763.75,0,0,0,0,0,0,5452.25,0,3104.25,515.5,6349,4700,8659,2506.75,11398.75,0,12725,2727.25,6626,0,258591,1136.25,1136.25,0,0,257454.5,257454.5,0,0,87157.75,76362.25,10795.5,40925.75,8020.5,0,13392.75,1942.75,3856.75,0,11281.25,0,2431.75,270450,13488.5,1022.75,47213.5,58043.75,0,143181.75,7500,0,5,15.9,7,43.7,5,,,
6811,1,4,2,0,0,1,0,2,1,1,1,44,6,1,J,3,1,0,0,0,0,0,0,2,2,1,900,0,0,84,1,2984.7847,9,8,,8,8,,7,1460604.5,1142422,166624,2041.75,9914.5,11476,34361.25,10124.25,7930.5,6474.5,4578,14685.75,767,12407.5,15660,1320,12286.25,6616.75,5447.5,3416.25,7116.25,975,975,0,41323,22341.75,6661.25,2154.25,416.75,9749.25,0,67987.5,0,0,10072,20282.5,37633,118888.25,7991.25,495.75,0,125,70933.25,33145.75,0,670.75,5526.25,0,34344.5,23994.25,4017,0,6333.25,0,0,0,144848.25,0,0,21743,103013.75,1758.25,0,18333.25,0,0,60278.25,0,0,60278.25,98275,625,0,60000,0,0,0,0,0,0,1537.5,2708.25,1708.25,1995.75,11375,9875,0,5166.75,0,3283.25,0,152341.75,57550,0,57550,0,86458.25,86458.25,0,8333.25,191473.25,184098.25,7375,65063,4791.75,0,15098.25,0,945.75,0,44227.5,0,0,318182.5,48560,0,119662.5,60460,0,70000,19500,1,5,14.6,8.6,59,5,,,
6827,1,3,2,0,0,1,0,2,1,1,1,36,6,1,J,3,1,0,0,0,0,0,0,2,1,1,1250,0,0,85,1,927.5967,6,5,,6,5,,4,1160507,733524.6667,104025.6667,0,7286.666667,7244.333333,9372.333333,6103.333333,6681,0,0,46443.33333,0,0,3210,0,4137.666667,1846.666667,5042.333333,4511,2146.666667,12949,6449,6500,43877.66667,24833.33333,2989,14944.33333,0,1111,0,80537.66667,0,333.3333333,11703.33333,33351,35150,101975.6667,0,0,6444.333333,24000,0,28000,33366.66667,1910,8254.333333,0,66053.33333,31931,8066.666667,0,26055.66667,0,0,0,55277.66667,0,0,0,44333.33333,6900,0,3489,0,555.6666667,22774,0,0,22774,19537.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,2222.333333,8837.666667,0,5444.333333,0,3033.333333,0,0,0,0,0,0,0,0,0,0,160611,160611,0,65905.33333,3889,9222.333333,18520,0,14789,0,19485.33333,0,0,426982.3333,48225.66667,0,135477.6667,52319,0,122777.6667,68182.33333,1,3,14.2,2.7,18.8,3,,,
6864,1,1,1,0,0,0,1,1,3,1,2,32,5,1,J,2,1,0,0,0,0,0,0,2,0,1,435,0,0,70,1,497.8143,4,3,,4,3,,3,2331329,1485419,165650,0,33150,32700,13900,7600,0,0,4700,20750,0,5000,5700,0,15600,0,11900,8200,6450,29500,7000,22500,96800,69900,0,14000,0,12900,0,125440,0,0,17100,71050,37290,113100,43900,51200,0,0,0,18000,0,0,0,0,18500,7800,0,0,10700,0,0,0,96700,0,0,0,0,0,0,91700,0,5000,39840,0,0,39840,90700,0,0,0,0,0,0,0,0,0,0,0,74000,0,0,16700,0,0,0,0,0,120000,0,0,0,0,120000,120000,0,0,479400,479400,0,109789,30000,0,50900,0,500,0,26589,0,1800,845910,45790,0,112500,107620,0,550000,30000,1,2,11.2,6.1,54.8,2,,,
6906,1,1,1,0,0,0,1,1,3,1,1,52,5,1,J,7,1,0,0,0,0,0,0,2,1,1,450,0,0,58,1,1745.3331,9,8,,9,8,,7,2591601,1080189,54132,0,4673,2017,1100,2067,0,0,3292,7140,1282,1500,1862,2165,12478,1455,7568,4675,858,77202,18518,58683,25167,25167,0,0,0,0,0,102345,0,0,12247,77460,12638,3113,0,0,0,0,0,0,500,0,2613,0,2200,1333,0,0,867,0,0,0,112155,0,0,0,102646,5633,0,3875,0,0,26420,0,0,26420,193917,0,0,0,0,0,0,0,11667,0,23975,0,0,0,4833,3442,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,427283,427283,0,56257,0,0,997,0,167,0,54993,0,100,1511412,821050,0,214935,278220,0,33333,163873,1,6,5,18,358.2,6,,,
7149,1,2,2,0,0,1,0,1,1,1,1,53,4,1,J,9,1,0,0,0,1,0,0,1,2,1,74,0,0,66,1,281.1584,9,9,,,,,7,2766782,1490172,131215,0,6600,0,24040,0,6000,0,0,21625,0,65000,6850,0,0,1100,0,0,0,69000,24000,45000,0,0,0,0,0,0,0,47280,0,0,8175,20000,19105,42500,0,0,0,0,0,0,0,0,0,42500,845200,99200,0,0,746000,0,0,0,157000,0,0,42500,114500,0,0,0,0,0,62460,0,0,62460,3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56500,56500,0,75612,0,0,0,0,0,0,75612,0,0,1276610,158550,0,272335,109365,0,682200,54160,0,6,8.8,0.2,2.6,6,,,
7465,1,2,2,0,0,1,0,1,1,1,1,55,4,1,J,3,1,0,0,0,0,0,0,2,1,4,265,44120,0,60,2,1222.394,8,8,,8,8,,7,1808213,1188308,147021.5,20970,5565,8755,12497,744.5,21103.5,3710,6598,14544.5,400,16200,14826.5,2593,2905,2606.5,3163,5771.5,4069.5,1896.5,1896.5,0,103857,66714.5,0,4214.5,2357,30571.5,0,224012,128571.5,3407,15504.5,31235.5,45293.5,52166.5,714.5,0,0,16093,4857,5607,5564.5,1601.5,14800.5,2928.5,80805.5,7885.5,932,0,17873.5,54114.5,0,0,99364.5,0,0,143,88714.5,964.5,0,9543,0,0,103529,0,70885.5,32643.5,26406,0,0,0,0,0,0,0,0,0,0,0,0,0,4071.5,20513.5,35.5,1785.5,0,0,0,0,0,0,0,0,0,0,0,0,230791.5,230791.5,0,118458,20785.5,0,9550.5,0,0,0,88068.5,0,53,619905,185348,0,109235.5,105714.5,0,200464.5,19143,1,6,12.4,2.2,18,6,,,
7637,1,3,2,0,0,1,0,2,1,1,1,35,6,1,J,2,1,0,0,0,0,0,0,2,2,1,700,0,0,59,1,1289.5321,8,7,,,,,6,6458947.667,5985318,126261,0,4080.666667,6799,19086.66667,8562.333333,8676.666667,0,6064.333333,11352.33333,0,12978.33333,6455.666667,664.3333333,22310,3435.666667,1993.333333,1673.333333,12129,11833.33333,11833.33333,0,58266.66667,35600,0,0,0,22666.66667,0,53254.33333,0,0,5405.666667,25964.33333,21884.33333,8297.666667,0,500,0,0,0,5322.333333,0,0,2475.666667,0,153439,10775.66667,333.3333333,0,16477.66667,104444.3333,0,21407.66667,5091675.667,4963666.667,0,72889,55120,0,0,0,0,0,15446.66667,0,0,15446.66667,167064.3333,143333.3333,0,0,0,0,0,0,0,8420,0,0,0,0,4755.666667,4811,0,3700,0,2044.333333,0,109846.6667,0,0,0,0,109846.6667,109846.6667,0,0,117625.6667,114292.3333,3333.333333,72307,1000,0,8333.333333,0,0,0,62973.66667,0,0,473629.6667,42155.66667,0,135720,92373.33333,61927.66667,77777.66667,63675.66667,0,3,2.1,2.8,132.3,3,,,
7969,1,3,1,0,0,0,1,2,1,1,1,38,4,1,J,4,1,0,0,0,0,0,0,2,2,1,700,0,0,85,1,1261.5884,6,5,,6,5,,4,1150139.333,809684,143877.6667,1266.666667,12276.66667,7491,14587.66667,3325.666667,7186.666667,2166.666667,5127.666667,4707.666667,0,15882.33333,16669,1195.666667,16947.66667,5760,12746.66667,10473.33333,6066.666667,4794.333333,3205.666667,1589,43434.66667,31303.66667,10990,1141,0,0,0,66109,0,444.3333333,9679,28523.33333,27462.33333,24124.33333,0,4877.666667,0,6033.333333,0,0,5244.333333,1666.666667,6302.333333,0,149535.6667,4989,13189,0,30526.66667,2700,53333.33333,44797.66667,97108.33333,0,0,37222.33333,58430.66667,1455.666667,0,0,0,0,43550.66667,0,0,43550.66667,42929.33333,0,0,1000,0,0,0,0,0,10240,0,0,0,0,5677.666667,18282.66667,0,3361,0,4367.666667,0,30000,0,0,0,0,30000,30000,0,0,106200,106200,0,58019.66667,4444.333333,1975.666667,14869,0,5055.666667,0,31675.33333,0,0,340455.6667,151172.3333,0,72900,71659,13480,17777.66667,13466.66667,1,3,17.8,5.3,29.8,3,,,
8033,1,4,2,0,0,1,0,2,1,1,1,40,5,1,J,9,1,0,0,0,0,0,0,2,2,1,400,0,0,60,1,1684.8632,7,6,,7,6,,5,804933.25,676353.25,63430.5,0,4048.5,5486.5,20166.5,3511,1962,295,2199,6049.5,0,3167,4164.5,483,3190.5,2004.5,6077.5,220,405.5,5853,5853,0,41826.5,34116.5,0,1300,0,6410,0,42879,0,0,5820,17529.5,19529.5,23761.5,0,0,0,0,2000,14175,645,100,6841.5,0,31584.5,6135,271,6800,13983.5,4395,0,0,41350,0,0,375,35500,1880,0,3545,0,50,122091.5,0,84810,37281.5,14336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7376,0,4820,0,2140,0,166785,0,0,0,0,162500,162500,0,4285,69130,60130,9000,53325.75,7400,0,4295.5,0,0,0,41630.25,0,0,128580,9097.5,0,51727.5,47755,0,20000,0,1,4,9.4,2.1,22.6,4,,,
8697,1,1,1,0,0,0,1,1,3,1,1,27,6,1,J,2,1,0,0,0,0,0,0,1,1,6,180,20000,150,35,2,1483.7666,5,3,,4,3,,4,1951497,1658507,35300,0,3167,9333,0,0,0,4667,0,2267,0,0,0,0,9540,0,2200,667,3460,36333,3333,33000,82967,66333,3300,13333,0,0,0,182723,150000,0,10000,0,22723,0,0,0,0,0,0,0,0,0,0,0,20000,4167,0,0,15833,0,0,0,294067,0,0,24233,198333,50000,0,21500,0,0,71063,0,0,71063,222700,0,0,0,0,0,0,0,0,0,0,26667,0,0,68000,24700,3333,0,0,0,100000,0,0,0,0,0,0,0,0,0,525233,460567,64667,188120,4000,0,0,165000,0,0,19120,0,0,292990,51440,0,115200,106350,0,20000,0,1,1,2.1,13.4,630.9,1,,,
8717,1,5,1,0,0,0,1,2,1,1,1,42,6,1,J,2,1,0,0,0,0,0,0,2,1,1,750,0,0,105,1,2230.4977,8,7,,7,7,,6,867030,679716,82386.2,5336.6,3328.8,6890.8,10499.8,3252,2999,892.8,2463.4,4800.2,1518.2,9520.6,5169.8,1097.8,11248.2,1825.4,6424.2,769.4,4348.8,4054,4054,0,46417.4,38586.6,513.8,480,165.8,6671.4,0,60880,0,857.2,10439.2,20711.8,28871.8,25399.2,171.4,0,2400,0,511.4,17257.2,1785.8,400,2873.4,0,24688.2,9690.8,836.8,0,7897.8,6262.8,0,0,25612,0,0,971.4,15142.8,108.6,0,5752,780,2857.2,39190.6,0,5142.8,34047.8,68034.8,0,0,1147.2,0,0,0,0,0,3338.6,11014.2,0,714.2,0,17985.8,14934.2,0,3888.6,0,3583.4,11428.6,142000,4657.2,4657.2,0,0,120428.6,120428.6,0,16914.2,98975.2,93303.8,5671.4,62078.6,9314.2,0,3968.2,0,3625.4,7828.6,37342,0,0,187314,40810.2,0,41708.6,39174,32449.8,26857.2,6314.2,1,4,12.1,10,82.6,4,,,
8873,2,4,2,0,0,1,0,2,1,1,1,42,6,1,J,2,4,0,0,0,0,0,0,2,2,1,642,0,0,85,1,1877.848,6,,7,6,,7,5,1052166,896688.75,159497.5,3908,4684.5,5016.25,24595.5,7222,1745.5,0,3338.75,8510.5,1332.5,11981.25,9402,1189.5,15875.5,8098.75,39129.75,5909.25,7558.25,10957.5,10957.5,0,74301.5,55092.25,6507.5,3020.5,2612.5,7068.5,0,58523,0,0,7004.5,19384.25,32134.25,72063.25,41420,250,0,3417,0,8850,7629,910.75,9586.5,0,23649.75,10761,2438.25,125,10325.5,0,0,0,108903,0,0,3073.75,64833.25,291.75,6854.25,1925,31925,0,54168.25,308.75,416.75,53442.75,47830.5,0,0,0,0,0,0,0,0,4275.75,0,415.75,312.5,0,13833.25,7441.25,0,12348.25,0,2080.75,7122.5,148660.5,0,0,0,0,140000,140000,0,8660.5,84887.5,83220.75,1666.75,53247,16604.25,0,22914.75,1150,2079.25,0,8840.5,208.25,1450,155477.25,14463.75,3919.25,42325,18608.25,46577.75,12500,17083.25,1,4,17.8,5.3,30,4,,,
9229,1,3,3,0,0,1,0,2,1,1,1,56,6,1,J,2,1,0,0,0,0,0,0,1,2,1,800,0,0,112,1,435.1094,10,10,,10,10,,8,4701390,3435641.333,294211.6667,2300,9488.333333,38546,27396.66667,22578.33333,32680,6283.333333,2703.333333,9086.666667,1500,38809.33333,12837.66667,0,19731.66667,31476.66667,23962.66667,6191.666667,8640,0,0,0,165600,126741.6667,650,0,7375,30833.33333,0,35840,0,6583.333333,5379.333333,0,23877.66667,257193.3333,0,0,0,0,251583.3333,0,250,625,4735,0,52457.66667,10374.33333,0,40000,2083.333333,0,0,0,454876,0,108333.3333,7066,122833.3333,83.33333333,0,34650,181910,0,63789.33333,0,0,63789.33333,760290,416.6666667,0,0,0,542.6666667,0,0,0,1666.666667,0,7250,0,0,194333.3333,149272.3333,0,0,0,0,406808.3333,0,0,0,0,0,0,0,0,0,598453.3333,598453.3333,0,752930.6667,18416.66667,0,39708.33333,0,0,0,26805.66667,0,668000,1265749,171474.3333,0,125983,101040,403251.6667,429416.6667,34583.33333,1,6,8.6,22.1,258.4,6,,,
9259,1,4,2,0,0,1,0,2,1,1,1,40,5,1,J,7,1,0,0,0,0,0,0,1,2,1,600,0,0,77,1,1807.1594,8,7,,8,7,,6,965769.5,741922,73128.5,5167.5,4248.25,4884.5,6031,6663.75,0,0,968.25,7617.75,190,4997.75,2236.25,252.5,9807.5,1447.75,14538.75,1905.75,2171.5,20199.75,2731,17468.75,34810.25,23047.75,3388.75,1333.25,0,7040.75,0,30926.5,0,578.25,4300.25,0,26048.25,80520.25,0,743.75,0,590.75,964,0,4499.75,1298.75,3113.25,69310.25,34566.25,20056.25,2181.25,0,12328.75,0,0,0,68960.75,0,0,1888.75,66812.5,0,0,259.5,0,0,19774.75,0,0,19774.75,70467.5,0,0,1745.25,0,0,0,0,0,29497,562.5,0,0,0,3156.25,33561.25,0,622,0,1323.5,0,83156.25,0,0,0,0,83156.25,83156.25,0,0,200743.25,200743.25,0,24668.25,0,0,8428.25,295.75,312.5,0,15632,0,0,223847.5,18452.75,0,57947.5,53903.5,4168.75,89375,0,1,4,9.9,9.5,96.4,4,,,
9262,1,4,2,0,0,1,0,2,1,1,1,56,8,1,J,3,1,0,0,0,0,0,0,4,2,1,420,0,0,76,1,330.9982,9,9,,9,9,,8,1348816,997093.75,133936.25,3363.75,8321.25,16895,14688.75,5058.75,6168.75,0,526.25,8178.75,0,11510,21122.5,0,6330,4530,12172.5,6282.5,8787.5,0,0,0,22854.25,10750,0,5916.75,0,6187.5,0,19281.25,0,0,5587.5,3750,9943.75,57923.75,0,0,0,13612.5,37375,0,987.5,1000,4948.75,0,145685,25875,1382.5,67250,51177.5,0,0,0,110718.75,0,0,0,55125,175,500,16093.75,38825,0,47525.75,0,0,47525.75,23127.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,0,17502.5,2500,0,0,135000,0,0,0,0,135000,135000,0,0,210701.25,195701.25,15000,90340.25,20625,0,35452.5,0,0,0,34262.75,0,0,351722.5,72917.5,0,88425,99583.75,3330.5,56250,31215.75,1,6,13.4,2.3,17.3,6,,,
9266,1,3,3,0,0,1,0,2,1,1,1,53,6,1,J,3,1,0,0,0,0,0,1,1,1,7,420,0,420,50,2,95.163,10,10,,10,10,,8,2742641.333,2014701.333,239710,11333.33333,7130,10333.33333,48146.66667,3126.666667,19626.66667,6833.333333,4893.333333,12480,0,27170,42536.66667,1260,6823.333333,18430,19586.66667,0,0,4976.666667,4976.666667,0,107666.6667,83333.33333,0,1000,0,23333.33333,0,187726.6667,140000,0,6333.333333,0,41393.33333,340,0,0,0,0,0,0,0,0,340,0,46733.33333,10100,0,0,36633.33333,0,0,0,109333.3333,0,0,0,30000,0,0,47400,31933.33333,0,67310.33333,0,0,67310.33333,845483.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10483.33333,1666.666667,0,0,0,833333.3333,0,0,0,0,0,0,0,0,0,251866.6667,251866.6667,0,153554.3333,1666.666667,0,26666.66667,0,0,0,125221,0,0,727940,205906.6667,0,150553.3333,188646.6667,0,145000,37833.33333,1,6,11.9,42,352.7,6,,,
