가구별 일련번호,가구구분,가구원수,취업인원수,노인가구,모자가구,맞벌이가구,일반가구,세대구분,배우자유무,가구주_가구주와의 관계,가구주_성별,가구주_연령,가구주_학력,가구주_취업여부,가구주_산업코드,가구주_직업코드,가구주_종사상지위,취업배우자,학업배우자,기타배우자,취업자녀수,학업자녀수,기타자녀수,거처구분,자동차 보유댓수(휘발유+경우+LPG),입주형태,월세평가액,전세보증금,월세,주거용 전용면적,주택소유구분,가중치(weight),소득10분위코드(전국_전체가구),소득10분위코드(전국_근로자가구),소득10분위코드(전국_근로자외가구),소득10분위코드(도시_전체가구l),소득10분위코드(도시_근로자가구),소득10분위코드(도시_근로자외가구),소득구간,가계지출,소비지출,01. 식료품 · 비주류음료,곡물,곡물가공품,빵 및 떡류,육류,육류가공품,신선수산동물,염건수산동물,기타수산동물가공,유제품 및 알,유지류,과일 및 과일가공품,채소 및 채소가공품,해조 및 해조가공품,당류 및 과자류,조미식품,기타식품,커피 및 차,쥬스 및 기타음료,02. 주류 · 담배,주류,담배,03. 의류 · 신발,직물 및 외의,내의,기타의복,의복관련서비스,신발,신발서비스,04. 주거 · 수도 · 광열,실제주거비,주택유지 및 수선,상하수도 및 폐기물처리,기타주거관련서비스,연료비,05. 가정용품 · 가사서비스,가구 및 조명,실내장식,가구·조명 및 장식서비스,가정용 섬유,가전 및 가정용기기,가전관련서비스,가사용품,가정용공구 및 기타,가사소모품,가사서비스,06. 보건,의약품,의료용소모품,보건의료용품 및 기구,외래의료서비스,치과서비스,기타의료서비스,입원서비스,07. 교통,자동차구입,기타운송기구구입,운송기구유지 및 수리,운송기구 연료비,기타개인교통서비스,철도운송,육상운송,기타운송,기타교통관련서비스,08. 통신,우편서비스,통신장비,통신서비스,09. 오락·문화,영상음향기기,사진광학장비,정보처리장치,기록매체,영상음향 및 정보기기수리,오락문화 내구재,악기기구,오락문화내구재 유지 및 수리,장난감 및 취미용품,캠핑 및 운동관련용품,화훼관련용품,애완동물관련물품,화훼 및 애완동물서비스,운동 및 오락서비스,문화서비스,복권,서적,기타인쇄물,문구,단체여행비,10. 교육,정규교육,초등교육,중등교육,고등교육,학원 및 보습교육,학생학원교육,성인학원교육,기타교육,11. 음식·숙박,식사비,숙박비,12. 기타 상품 및 서비스,이미용서비스,이미용 기기,위생 및 이미용용품,시계 및 장신구,기타개인용품,복지시설,보험,기타금융,기타서비스,비소비지출,경상조세,비경상조세,연금 기여금,사회보험,이자비용,가구간 이전지출,비영리단체로 이전,도시/읍면부 구분,연차구분,engel,freetime,happy,years,,,
4633,1,2,1,0,0,0,1,1,1,1,2,30,6,1,J,2,1,0,0,0,0,0,0,1,1,4,400,120000,0,30,2,2543.7566,5,4,,4,3,,4,1457690.5,1156190.5,89990,9462.5,5910,6129,8742.5,7941.5,0,0,3189,5259,997.5,495,3764,1489,15654,742.5,9421.5,2192.5,8602.5,35625,0,35625,25150.5,0,16821.5,5079,2875,375,0,100432.5,0,0,394,43750,56289,165576.5,0,0,0,0,148500,0,1000,9596.5,6480,0,90586.5,5337.5,2986.5,0,48512.5,33750,0,0,83080,0,0,23980,37500,4225,0,0,17025,350,49656.5,0,0,49656.5,155911.5,87375,0,0,0,0,7859,0,0,125,1200,0,6687.5,39175,1375,11427.5,625,0,0,62.5,0,1250,0,0,0,0,0,0,0,1250,116729,116729,0,242204,15500,0,60727,1118,0,0,43658.5,1000,120200,301500,29955,0,48800,53011.5,89108.5,69375,11250,1,2,7.8,13.5,173.3,2,,,
4649,1,4,2,0,0,1,0,2,1,1,1,42,6,1,J,2,2,0,0,0,0,0,0,1,1,4,280,70000,0,59,2,8874.2139,8,8,,8,8,,6,598544.5,409439.25,72508.25,5887,5282.75,5321.75,14998.25,1539.75,2156.5,361,596.75,4752.5,0,8130,7921.5,489,7170.75,2385.75,919,1466.5,3130,1076.75,1076.75,0,6027.75,3277.75,444.5,389,1750,166.75,0,30511,0,277.75,5483.25,0,24750,3395,555.5,0,0,0,0,0,397.25,183.25,2259,0,25997,11422,586,1805.5,11141.75,1041.75,0,0,36394.75,0,0,55.5,15261.5,16739,0,1283.25,3055.5,0,18350.25,60.5,0,18289.75,14369.25,0,0,0,0,0,0,0,0,0,0,0,0,0,4489,8891.25,0,0,0,989,0,91166.75,0,0,0,0,88389,86666.75,1722.25,2777.75,81245.75,81245.75,0,28396.75,8944.5,0,779.75,361,83.25,0,17061.5,0,1166.75,189105.25,17199.5,0,36827.5,33411.75,33055.5,50000,18611,1,4,17.7,3.5,19.8,4,,,
4652,1,2,2,0,0,1,0,1,1,1,1,47,6,1,J,2,1,0,0,0,0,0,0,2,0,1,800,0,0,84,1,2024.1975,10,10,,10,10,,8,2576219,1295192.5,383341.5,10500,6928.5,74378.5,53625,0,0,7466.5,34273.5,22665,12015,32851.5,23756.5,4378.5,52293.5,8116.5,13296.5,22613.5,4183.5,0,0,0,53996.5,40933.5,0,13063.5,0,0,0,114330,0,34791.5,3523.5,45056.5,30958.5,76360,0,0,0,39466.5,12385,3223.5,0,996.5,20288.5,0,101095,58386.5,1908.5,6750,34050,0,0,0,48826.5,0,0,0,0,0,18333.5,0,30493.5,0,44766.5,0,1650,43116.5,188821.5,0,0,0,0,0,0,0,0,0,0,0,46995,122500,0,13876.5,833.5,0,2833.5,1783.5,0,0,0,0,0,0,0,0,0,0,155333.5,155333.5,0,128321,0,0,43145,0,1633.5,0,83542.5,0,0,1281026.5,488875,0,210465,234186.5,0,317500,30000,1,5,29.6,14.6,49.3,5,,,
4672,1,4,3,0,0,1,0,2,1,1,1,52,4,1,J,8,1,0,0,0,0,0,0,2,1,1,2700,0,0,85,1,3725.0723,8,8,,8,8,,7,1362610.75,1117193.25,93513.75,4486.25,8322,3358.25,14971.25,4371.25,1873.25,374.5,1810.75,9954.5,165.75,13503.75,12500.75,153.25,7852,3692,3801.25,118.75,2205.75,2293.75,2293.75,0,51442,31125,0,1250,2942,16125,0,55088.75,0,0,6090,31667,17332,8858.75,0,0,0,1250,618.75,0,3575,0,3415,0,23525,6106.25,6875,0,10543.75,0,0,0,118125,0,0,0,12500,65625,0,0,40000,0,48784.5,0,0,48784.5,349728.5,343125,0,0,0,0,0,0,0,0,0,0,0,0,625,5978.5,0,0,0,0,0,218750,218750,0,0,218750,0,0,0,0,105724.5,105724.5,0,41359,812.5,0,13987.5,0,0,0,26559,0,0,245417.5,54032.5,0,56381.25,51253.75,55000,25000,3750,1,6,8.4,31.3,374,6,,,
4703,1,1,1,0,0,0,1,1,3,1,2,26,5,1,J,3,1,0,0,0,0,0,0,2,0,6,280,50000,82,39,2,7473.4399,5,4,,5,4,,4,2113534,1839148,90553,0,2400,12725,18750,875,5460,0,1000,5195,1796,2313,2838,0,15060,0,14098,3907,4138,19478,13938,5541,152551,79501,7346,2771,12500,50433,0,205305,82010,0,40439,47114,35743,31031,0,0,0,0,5000,25400,0,629,3,0,238336,3679,2620,0,232038,0,0,0,106351,0,0,5038,11250,5413,3556,16351,64744,0,44549,1373,0,43176,176546,3544,0,375,0,0,0,0,0,1398,5250,0,0,0,23000,78256,0,0,0,263,64461,14750,0,0,0,0,14750,0,14750,0,300264,300264,0,459434,53363,0,51201,4481,234897,0,34242,0,81250,274386,33281,0,93405,94825,0,46250,6625,1,1,4.9,9.6,195,1,,,
4746,1,2,1,0,0,0,1,2,3,1,2,29,6,1,J,2,1,0,0,0,0,0,0,1,1,6,750,170000,200,54,2,714.6088,5,4,,5,4,,4,2052202,1691967,71306.5,0,10550,5650,17282.5,0,0,0,0,5950,3130,1992,5947,0,14170,5015,0,0,1620,0,0,0,95250,70750,0,24500,0,0,0,168860,100000,0,6695,17500,44665,37350,9950,0,0,14950,0,0,6500,0,5950,0,379685,107250,0,0,0,0,0,272435,112225,0,0,0,30000,3000,0,49900,29325,0,58009.5,0,0,58009.5,256750,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,242750,0,0,0,0,0,52500,0,0,0,0,52500,0,52500,0,198050,198050,0,261981,15000,0,89600,0,0,0,157381,0,0,360235,3980,0,68040,57740,55475,175000,0,1,2,4.2,15.2,360.1,2,,,
4791,1,4,1,0,0,0,1,2,1,1,1,46,6,1,J,2,1,0,0,0,0,0,0,2,1,1,1000,0,0,85,1,4682.6076,8,8,,8,7,,6,1096992.25,784331.25,173457,5786.25,8971.5,16888,21518.75,8832.75,11547,494,3638.25,14553,1239,19540.25,14676.5,1875.75,12779.75,3137,10141.25,8665.5,9172,2240.5,2240.5,0,47974,31696.5,4556,1403,875,9443.5,0,51738.5,0,1189,6878.5,31867.5,11803.5,29834,2002.25,200,0,524.5,6876.5,8225,3966,2716.5,5323.25,0,22894.5,7420,964.5,0,13555,955,0,0,47946.25,0,0,300,10500,1187.5,0,800,35158.75,0,26073.25,156.5,375,25541.75,51379.75,0,0,0,0,0,0,0,1500,4161.25,0,0,3286,0,0,8585.25,0,28559,0,5288,0,159838,0,0,0,0,99850,99850,0,59988,113217.5,101175,12042.5,57738.25,12600,1950.5,7994.25,1695,4260.5,0,26537.75,0,2700,312660.75,73924,0,54675,64703,83828.75,21300,14230,1,5,22.1,6.6,29.6,5,,,
4812,1,1,1,0,0,0,1,1,3,1,2,26,6,1,J,2,1,0,0,0,0,0,0,1,0,6,350,10000,300,14,2,943.1038,4,3,,4,3,,3,1364727,932307,182250,0,950,13410,23050,15740,0,0,1980,22760,0,11800,6280,0,51050,8700,17440,1980,7110,12920,12920,0,0,0,0,0,0,0,0,376340,300000,0,7620,27000,41720,0,0,0,0,0,0,0,0,0,0,0,17000,17000,0,0,0,0,0,0,52250,0,0,0,30000,0,0,0,22250,0,50290,0,0,50290,27830,0,0,0,0,0,0,0,0,0,0,0,8550,0,3000,16280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203300,203300,0,10127,0,0,0,0,0,0,8827,0,1300,432420,196810,0,113530,120080,0,2000,0,1,1,19.5,3,15.3,1,,,
4813,1,4,1,0,0,0,1,2,1,1,1,42,6,1,J,2,1,0,0,0,0,0,0,2,1,4,1133,340000,0,102,2,1998.5171,8,7,,8,7,,6,1410678.5,883291.5,124167.5,8412.5,4455,3272.5,35825,12245,3766.25,2500,1735,6770,0,17518.75,8948.75,1157.5,10077.5,2260,3363.75,0,1860,28067.5,5005,23062.5,44093.75,26568.75,6737.5,812.5,2125,7850,0,94863.75,0,0,9495,30256.25,55112.5,17395,0,0,0,0,10262.5,0,0,0,7132.5,0,84865,47000,610,4987.5,32267.5,0,0,0,50975,0,0,500,23750,0,0,1037.5,25687.5,0,41250.5,0,0,41250.5,21661.25,0,0,0,0,0,0,0,0,1625,0,3125,0,0,7950,2505,0,0,0,6456.25,0,175562.5,0,0,0,0,175562.5,175562.5,0,0,113825,113825,0,86564.75,10250,0,21022.5,0,35000,0,20292.25,0,0,527387.25,119687.25,0,52652.5,59547.5,120500,175000,0,1,4,14.1,2.5,17.4,4,,,
4820,1,4,1,0,0,0,1,2,1,1,1,36,8,1,J,2,2,0,0,0,0,0,0,2,2,1,1133,0,0,102,1,5493.9939,10,9,,9,9,,8,1614782.25,1245258.25,157042.75,1546.5,6746,8467.5,28544,5277.5,10080.5,914,2569.5,23276.5,4479.5,15368,11372.25,1018,17941,4508,4211.5,6084,4638.5,31452.5,31452.5,0,76672.25,64727.25,3433,1662.5,1700,5149.75,0,58538,0,1150,11309,30290,15789,38759.75,150,4205,0,0,9739,11220,6005,0,7440.75,0,30308.5,20923,649,0,6376.5,2360,0,0,102129.25,0,13000,16485,55629.25,8665,0,7660,490,200,39755,0,3018.5,36736.5,215477.5,2495,0,0,0,0,0,0,0,13255,3970.5,1525,0,0,16655,11129.75,0,14188.5,0,10733,141526,183930,0,0,0,0,178675,178675,0,5255,190247.5,190247.5,0,120945,15350,0,19555,0,2847.5,0,50192.5,0,33000,369524,101406.5,3200,53595,50820.5,87074.5,43500,29927.5,1,3,12.6,17.3,137.2,3,,,
4834,1,4,2,0,0,0,1,3,1,1,1,40,6,1,J,5,1,0,0,0,0,0,0,3,1,6,540,15000,450,53,2,4850.8835,8,7,,8,7,,6,620632.25,537628.25,57337,4602.5,2080.5,2945,4378,369.5,1635,0,442,16898,0,345,2708.5,199,6902,906.5,3866,4841.5,4218,11925,0,11925,8689,3245.5,0,1955,300,3188.5,0,147801,112500,0,11172,0,24129,18043,0,1977.5,0,2170,550,3980,1345,1430,6590.5,0,91254,12535,12319,0,6400,0,0,60000,31722,0,0,3682,12500,0,12000,540,3000,0,36406,0,0,36406,16844.5,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,14439,0,1305.5,0,100,0,0,0,0,0,0,0,0,0,0,81265,81265,0,36342,5890,0,6425.5,1185,550,0,20791.5,0,1500,83004,12554,0,34290,31160,0,5000,0,1,4,10.7,3.1,29.4,4,,,
4884,1,4,1,0,0,0,1,2,1,1,1,33,6,1,J,2,1,0,0,0,0,0,0,2,1,4,1575,235000,0,60,2,4222.1336,6,5,,6,5,,4,662509.25,540990.5,87373.25,2864.5,5304.5,8337,6685.75,7890,625,0,497.5,11768.25,2019.5,8649.5,9290.75,447.5,10509.5,2057.5,7779.5,1477.5,1170.75,3848.25,3848.25,0,29751.25,20437.5,125,312.5,462.5,8413.75,0,49618.25,0,0,10215,24545.75,14857.5,16862.5,1368.75,806.25,0,1193.75,0,2975,6738.25,924.5,2856.25,0,26648.75,6755,1400,4375,14118.75,0,0,0,30062.5,0,0,0,28500,875,0,625,0,62.5,110130.75,0,85125,25005.75,16105.75,0,0,0,0,0,0,0,0,1412.5,2762.5,181.25,0,0,1875,5468.75,0,3218.75,0,1187,0,77500,0,0,0,0,25000,25000,0,52500,53398.75,53398.75,0,39691,625,0,7710.75,498.75,0,11750,19106.5,0,0,121518.75,48543.75,0,31877.5,37972.5,0,3125,0,1,2,16.2,3,18.4,2,,,
4886,2,3,1,0,0,0,1,2,1,1,1,45,6,1,J,2,5,0,0,0,0,0,0,2,1,1,1575,0,0,60,1,4072.0079,7,,9,7,,8,6,1010503.667,824140.3333,133802.6667,3100,6635.333333,1668.666667,4197.333333,8225.333333,6364,1552,5050.666667,10758,378.6666667,14038.66667,8673.333333,5200,20962,497.3333333,14399.33333,12385.33333,9716.666667,36936.66667,3136.666667,33800,40590,33840,2663.333333,1853.333333,0,2233.333333,0,58766,0,0,10766.66667,33450,14549.33333,40839.33333,7200,0,0,2425.333333,13636,0,5399.333333,3704.666667,8474,0,98208,19078,12003.33333,6666.666667,59193.33333,1266.666667,0,0,99933,0,0,1413.333333,17039.66667,3960,0,6680,70666.66667,173.3333333,37178.66667,1870,586.6666667,34722,43956,2333.333333,0,0,1333.333333,0,0,0,0,13150.66667,8554,0,0,0,5633.333333,9916.666667,0,810,0,2224.666667,0,8000,0,0,0,0,8000,8000,0,0,153200,153200,0,72730,5580,0,33814,3286.666667,333.3333333,0,19609.33333,0,10106.66667,186363.3333,10193.33333,0,41226.66667,84943.33333,23333.33333,20000,6666.666667,1,5,16.2,5.3,32.9,5,,,
4937,1,2,2,0,0,1,0,1,1,1,1,34,6,1,J,3,1,0,0,0,0,0,0,2,1,1,700,0,0,50,1,4143.1717,7,6,,7,6,,5,1954390.5,1290605.5,100069,290,9437.5,4271,20026.5,7199,658.5,0,1389,4346.5,473.5,15115.5,16336,786.5,4095,4074,6118,748.5,4704,19102.5,19102.5,0,144500,141583.5,0,750,1083.5,1083.5,0,98268,0,0,18411.5,54181,25675.5,35929,0,0,0,2116.5,2166.5,0,24644,2596,4406,0,20866.5,7491.5,666.5,0,12708.5,0,0,0,51318.5,0,0,12500,29918.5,5000,0,3900,0,0,24902,0,0,24902,221195,0,0,0,0,0,0,0,0,0,67166.5,0,0,0,57166.5,13403.5,0,0,0,125,83333.5,121583.5,0,0,0,0,121583.5,0,121583.5,0,351941.5,351941.5,0,100929.5,61250,0,10116.5,0,1791.5,0,27771.5,0,0,663785,41106.5,0,90000,83095,200000,204166.5,45416.5,1,3,7.8,17.1,221,3,,,
4942,1,3,1,0,0,0,1,2,1,1,1,47,6,1,J,2,1,0,0,0,0,0,0,2,1,4,500,150000,0,75,2,3768.2538,5,4,,5,4,,4,732505,628545,179437.6667,11932,4668.666667,6074.666667,16692.66667,2717.333333,32634.66667,3083.333333,4152,42922.66667,2850.666667,19394.66667,9234,494,13463.66667,1476,4638.666667,266.6666667,2741.333333,14871.33333,1671.333333,13200,33857.33333,21266.66667,5426.666667,5831.333333,0,1332.666667,0,44443.33333,0,366.6666667,6522.666667,25442.66667,12111.33333,4168,0,200,0,0,0,0,1466,1362,1140,0,58822,16703.33333,2658.666667,0,39460,0,0,0,98321.33333,0,22333.33333,15041.33333,19333.33333,4300,83.33333333,31756.66667,3940,1533.333333,36344,0,0,36344,47842.66667,0,0,2233.333333,0,0,0,0,0,12682.66667,0,0,133.3333333,0,7186.666667,10570,0,2866.666667,0,600,11570,0,0,0,0,0,0,0,0,0,66299.33333,66299.33333,0,44138.33333,1066.666667,0,11666.66667,0,533.3333333,28533.33333,338.3333333,0,2000,103960,14290,0,41670,38000,0,10000,0,1,5,28.5,7.6,26.7,5,,,
4972,1,4,2,0,0,1,0,2,1,1,1,37,5,1,J,3,1,0,0,0,0,0,0,2,1,1,670,0,0,49,1,6949.4881,7,6,,7,6,,5,863315.25,658832.25,146954.5,5011.75,9582.5,8002.5,11948.25,8317,5161.25,2374.5,3842.5,13620,1883.25,14815.5,13632,2685.75,19009.25,5231.75,10493.5,4433,6910.5,7917.5,7917.5,0,46243,29199.5,581.75,1440,8333.25,6688.25,0,56704.75,0,79.25,18163.75,22155.25,16306.75,14008.75,0,0,0,579.25,0,912.5,1691.25,2457,4202,4166.75,32608.25,1854.25,558.25,0,0,30195.75,0,0,70845.75,0,0,39762.5,20416.75,9816.75,0,662.5,0,187.5,32702.5,0,0,32702.5,35397.75,0,0,1875,0,0,0,0,0,13627.5,1866.75,332.5,0,0,4791.75,9883.5,208.25,958.25,0,1854.25,0,96463,54588,54588,0,0,31250,31250,0,10625,85601.25,81018,4583.25,33385.75,3875,0,8575.75,208.25,2308.25,0,17155.75,0,1262.5,204483,17553,76431.75,43864.5,46008.75,0,18541.75,2083.25,1,3,22.3,5.4,24.1,3,,,
4980,2,1,1,0,0,0,1,1,3,1,1,36,6,1,J,2,5,0,0,0,0,0,0,1,1,6,430,5000,400,36,2,4493.1762,1,,1,1,,1,1,1384624,1308366,218848,18480,12932,4234,9056,15096,0,0,2520,7764,0,3220,18950,0,5308,7944,52812,34660,25872,134064,3164,130900,63150,43076,5960,0,0,14114,0,453854,400000,0,12988,20000,20866,53156,0,0,0,2900,15688,0,12618,10546,11404,0,43000,8000,0,35000,0,0,0,0,43246,0,0,22486,16000,840,0,0,3920,0,48852,0,0,48852,156576,1000,0,2000,0,0,90000,0,0,0,15556,0,0,0,2600,8134,0,32006,0,5280,0,0,0,0,0,0,0,0,0,0,62020,62020,0,31600,8000,0,19600,0,4000,0,0,0,0,76258,2200,58,0,0,0,40000,34000,1,3,16.7,12,71.5,3,,,
4994,2,1,1,0,0,0,1,1,3,1,2,39,7,1,J,2,5,0,0,0,0,0,0,4,1,1,800,0,0,64,1,6585.8422,8,,9,8,,9,6,3860102,2886090,313454,5471,12110,69539,8354,3261,1400,0,8947,25974,1509,43206,22255,5360,46257,13516,17834,12753,15707,429,429,0,190044,109414,18216,15609,7143,39663,0,131131,0,11400,15180,50000,54551,172874,12471,39517,0,43056,19557,0,16566,11419,30289,0,208831,134186,1557,4946,63857,4286,0,0,313413,0,0,45859,83000,22993,879,26269,134414,0,109000,376,1409,107216,736795,543,0,4914,0,0,0,0,0,4286,6341,47811,280289,181579,0,36843,0,1774,0,2969,169446,0,0,0,0,0,0,0,0,0,403076,403076,0,307042,47143,0,53981,1114,100500,0,98529,71,5703,974013,42886,0,38571,36234,686321,170000,0,1,4,10.9,25.5,235.1,4,,,
4997,1,3,1,0,0,0,1,2,1,1,1,44,4,1,J,2,1,0,0,0,0,0,0,2,2,1,850,0,0,85,1,4649.8737,9,9,,9,9,,8,1832547,1281178.667,198249.3333,4322.333333,7576.666667,16725,45262.66667,6361,3322.333333,4475.666667,2464,37260,1100,10540,16881,840,15259,7305.666667,8716,6610,3228.333333,5056.666667,5056.666667,0,104752.6667,87244.33333,0,5939,1244.333333,10325,0,95644,0,0,22559,30923.33333,42161.66667,22486.66667,0,0,0,0,1549.333333,9444.333333,3722.333333,0,7770.666667,0,40387.33333,25823.33333,2964,0,11155.66667,444.3333333,0,0,150194.3333,0,0,0,148889,389,0,0,0,916.6666667,61676.33333,0,29444.33333,32232,113424.3333,0,0,4697.333333,0,0,0,0,0,1208.333333,577.6666667,0,6617.333333,5455.666667,11050,11542,0,18640,6666.666667,6414,40555.66667,216272.3333,0,0,0,0,214494.3333,172700,41794.33333,1777.666667,139382.3333,139382.3333,0,133652.3333,18889,0,24016,2383.333333,87125,0,183.6666667,0,1055.666667,551368.3333,284981,1777.666667,72900,110042.6667,0,38889,42777.66667,1,5,15.5,8.9,57.2,5,,,
5041,1,4,1,0,0,0,1,2,1,1,1,47,6,1,J,1,1,0,0,0,0,0,0,2,1,1,850,0,0,85,1,1948.9822,10,9,,10,9,,8,1696077.25,1149870.25,233091.25,11663.75,10012.5,11060,43375,13600,14082.5,11185,4081.25,5006.25,300,18113.75,12523.75,2197.5,18326.25,3378.75,35902.5,4143.75,14138.75,6337.5,712.5,5625,44596.25,31630,4237.5,0,6875,1853.75,0,65908.75,0,1562.5,9990,25447.5,28908.75,21632.25,0,0,0,5708.5,0,1750,2758.75,600,10815,0,53187.5,19450,0,15325,18412.5,0,0,0,82931.25,0,0,7500,24625,2500,0,30000,18306.25,0,29152.5,0,0,29152.5,53505,0,0,0,0,0,0,0,0,0,0,0,0,0,8750,25731.25,1875,14648.75,0,2500,0,316270,45845,0,45845,0,270425,270425,0,0,194878.75,194878.75,0,48379.25,5125,0,11693.75,0,0,0,31560.5,0,0,546207,239785,0,54675,82485,75732,73125,20405,1,5,20.3,4.7,23,5,,,
5191,1,1,1,0,0,0,1,1,3,1,2,52,6,1,J,2,1,0,0,0,0,0,0,1,1,4,360,90000,0,43,2,3071.5602,4,3,,,,,3,1397921,914941,34278,0,836,6320,0,576,0,0,1196,7842,0,11856,2548,0,858,1706,0,540,0,0,0,0,99360,75160,0,2200,0,22000,0,71882,0,0,11040,40000,20842,17070,0,0,0,0,0,3600,0,0,13470,0,87300,2540,0,79600,5160,0,0,0,208440,0,0,14000,153400,0,0,6840,34200,0,33000,0,0,33000,168500,0,0,0,0,0,0,0,0,0,27600,0,0,0,75400,17820,0,7680,0,0,40000,0,0,0,0,0,0,0,0,0,117960,117960,0,77151,12200,0,2700,0,3400,0,58851,0,0,482980,73730,0,150000,73250,60000,60000,66000,0,6,3.7,18.4,491.6,6,,,
5233,1,2,2,0,0,1,0,1,1,1,1,38,6,1,J,2,1,0,0,0,0,0,0,2,1,1,700,0,0,85,1,10215.0228,8,7,,,,,6,2046697.5,1266788,195364.5,4658,11574.5,11034,27604.5,2913.5,8249,4833.5,3474,17722.5,3226,22093,29105.5,1605.5,14667.5,5571.5,7461.5,4089.5,15481,43369,20255.5,23113.5,53052.5,37898,4482,5422.5,454.5,1159,3636.5,94542.5,0,136.5,9296.5,52001,33109,64739,0,0,0,2218,50566,0,6427.5,1112.5,4415.5,0,161519,63360,2600,14545.5,41622.5,39391,0,0,120039,0,0,12442.5,63130.5,11377.5,7538.5,11666,13338.5,545.5,36579,258,0,36320.5,81130.5,0,0,2280,0,8909,0,0,0,11646.5,13002.5,809,2704.5,0,13236.5,20893.5,1136.5,5776,0,736.5,0,0,0,0,0,0,0,0,0,0,302068,297522.5,4545.5,114384,14772.5,0,23267,1182,4054.5,13636.5,50796.5,3609,3066,779909.5,189018.5,0,97200,93291,229263.5,102045.5,69091,0,3,15.4,6.4,41.5,3,,,
5291,1,2,2,0,0,1,0,1,1,1,1,39,4,1,J,3,1,0,0,0,0,0,0,2,1,6,400,5000,350,58,2,292.7586,8,7,,8,7,,6,2773253,2463116.5,242450,0,8360,42050,40660,26000,0,0,0,5550,30000,47590,16775,0,5270,4050,4450,3600,8095,0,0,0,305575,212075,84000,0,0,9500,0,554725,325000,21500,15015,74820,118390,165915,21315,0,0,108150,0,0,12000,4000,20450,0,41825,10000,0,31825,0,0,0,0,814150,0,0,134350,101500,700,0,15100,12500,550000,42883,0,0,42883,19220,0,0,1500,0,0,0,0,0,0,0,750,0,0,0,16970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178350,178350,0,98023.5,5500,0,8500,2500,0,0,81523.5,0,0,310136.5,68805,0,50960,62871.5,0,125000,2500,1,4,9.8,0.8,7.9,4,,,
5295,1,2,2,0,0,1,0,1,1,1,1,38,5,1,J,7,1,0,0,0,0,0,0,2,1,4,600,175000,0,76,1,948.0558,8,7,,8,7,,6,1591911.5,1134136.5,93618.5,3177.5,7871.5,12462.5,10582,4225,497.5,0,0,21665,0,14190,6063,0,9546.5,802.5,0,0,2536.5,7424,7424,0,195215,133919,11725,6421.5,0,43150,0,109995.5,0,7390,2540,24092.5,75973,48509,0,0,0,0,0,23187.5,10375,250,14696.5,0,24144,1112.5,4250,0,18781.5,0,0,0,42497.5,0,0,0,31250,0,375,10872.5,0,0,60237,0,0,60237,148649.5,0,0,10699,0,0,0,0,0,0,16550,0,0,0,92750,14901,0,0,0,0,13750,0,0,0,0,0,0,0,0,0,292931.5,292931.5,0,110916,1875,1500,28464,0,34375,0,44702,0,0,457775,62692.5,0,100800,99229,3804,96250,95000,1,3,8.3,13.1,158.8,3,,,
5301,1,2,1,0,0,0,1,1,1,1,1,54,4,1,J,7,1,0,0,0,0,0,0,2,2,1,600,0,0,59,1,1446.6028,8,7,,8,7,,6,2872131.5,2118910,170637,3628.5,3947,22068.5,9829.5,2675.5,29085.5,13561.5,949.5,2473.5,1708.5,12157,18987.5,5260,29221.5,1238,5428.5,3298.5,5118,89220,14555.5,74664.5,111237,86364.5,2415.5,4185.5,4500,10200,3571.5,78980,0,462,5462,42913,30143,47410,0,0,0,3571.5,0,26650,6514.5,857,9817,0,353943,41635.5,0,42857,22614.5,3978.5,0,242857,204785.5,0,0,47343,132816,15028.5,0,8493,0,1105,55976.5,413,0,55564,330132.5,0,0,0,0,3738.5,0,0,0,4278.5,0,7928.5,0,0,0,37222.5,714.5,0,0,0,276250,0,0,0,0,0,0,0,0,0,485298.5,485298.5,0,191290,37285.5,0,30772.5,1785.5,1643,0,119588.5,0,214.5,753221.5,209143,0,117883.5,90145,0,304934.5,31115.5,1,6,8.1,15.6,193.5,6,,,
5373,1,1,1,0,0,0,1,1,3,1,2,32,4,1,J,3,1,0,0,0,0,0,0,1,0,6,316,3000,295,26,2,4080.9793,3,2,,3,2,,3,1712178,1345021,131445,5613,21674,16070,1652,1460,3060,1267,1244,8662,711,15211,12406,467,12048,2416,9179,11506,6800,6479,5979,500,71318,47401,3211,2289,556,17306,556,339167,301667,0,5431,0,32069,5792,0,0,0,0,0,0,111,0,5681,0,145807,4778,3596,0,137433,0,0,0,27983,0,0,0,0,0,6822,20883,0,278,77515,0,24852,52663,82088,0,0,8336,0,0,0,0,0,0,0,0,0,0,13667,53634,0,3111,0,3341,0,160444,160444,0,0,160444,0,0,0,0,246833,246833,0,50150,15822,0,31661,0,333,0,0,0,2333,367157,30530,0,64960,70778,0,150667,50222,1,2,9.8,6.1,62.5,2,,,
